"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"2707",2707,203,2,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","Wheat",0.2003,NA,124.69,NA,NA,89.17,NA,NA,23.65,192.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,3.95125250832248,0.928923199999999,14.0692884316682,0.677186062475721,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5819,2.212,7.7939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.475,29.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,177.17,"Corn",2.81,0.44,2.04,1,0.21,0.22,6.3,13.4,153,103,39,73,"note: high wen,","Summer 2024","203_Summer_2024"
"2710",2710,204,2,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","Clover",0.1669,NA,42.38,NA,NA,60.08,NA,NA,24.82,182.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,5.10828767166717,0.9875812,80.5230779141302,0.831111946255313,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7922,1.5744,4.3666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.705,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,174.68,"Corn",3.13,0.49,1.81,0.67,0.25,0.2,5.2,11.1,101,87,31,43,"","Summer 2024","204_Summer_2024"
"2713",2713,205,2,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","Wheat-Clover",0.1797,NA,50.51,NA,NA,70.22,NA,NA,44.76,174.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,4.77132399527778,0.9624468,26.6288891492603,0.770010008462066,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.141,1.6181,6.7591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.06,10.6825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,187.3,"Corn",3.1,0.49,1.94,0.62,0.23,0.19,6.1,10.7,109,81,29,28,"note: high nag,","Summer 2024","205_Summer_2024"
"2716",2716,206,2,"0-10 cm",2024,"Summer","Soybean-Soybean-Soybean","No cover",0.206,NA,70.55,NA,NA,67.94,NA,NA,21.46,172.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,4.92693734251244,0.98620456,72.4877205801338,0.823014589971367,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4804,1.7414,3.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2225,8.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59.19,"Soybean",5.71,0.83,1.87,1.04,0.51,0.33,48,12,102,59,63,52,"","Summer 2024","206_Summer_2024"
"2719",2719,207,2,"0-10 cm",2024,"Summer","Soybean-Soybean-Soybean","Wheat",0.2082,NA,115.33,NA,NA,78.73,NA,NA,21.86,163.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,4.80245047278506,0.98261968,57.536339952314,0.821431756588888,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4182,1.8637,4.2819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8325,8.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,61.42,"Soybean",5.16,0.8,1.7,0.95,0.5,0.31,44.1,11.6,114,70,62,59,"","Summer 2024","207_Summer_2024"
"2722",2722,208,2,"0-10 cm",2024,"Summer","Soybean-Soybean-Soybean","Clover",0.2006,NA,67.99,NA,NA,73.17,NA,NA,24.48,163.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,4.99235139756541,0.98569424,69.9019136347876,0.815997398531633,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2954,1.5907,6.8861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8975,10.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,60.07,"Soybean",5.64,0.85,1.84,1.09,0.54,0.34,46.4,12.1,129,63,68,61,"","Summer 2024","208_Summer_2024"
"2725",2725,209,2,"0-10 cm",2024,"Summer","Soybean-Soybean-Soybean","Wheat-Clover",0.2153,NA,104.83,NA,NA,67.74,NA,NA,33.82,165.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,4.49399233942786,0.94418712,17.9170112705168,0.7340134940533,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4782,2.9921,9.4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.2975,10.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67.74,"Soybean",5.59,0.83,1.83,0.93,0.48,0.32,43.2,11.3,103,63,66,54,"","Summer 2024","209_Summer_2024"
"2728",2728,210,2,"0-10 cm",2024,"Summer","Soybean-Soybean-Soybean","SHM",0.2108,NA,107.08,NA,NA,67.31,NA,NA,30.1,177.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,4.12776647197013,0.921436959999999,12.7286316822769,0.688941149449439,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4919,1.3113,6.8032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.27,13.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,71.17,"Soybean",5.44,0.83,1.97,1.1,0.52,0.35,47,12,117,57,69,35,"","Summer 2024","210_Summer_2024"
"2731",2731,211,2,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Clover",0.2085,NA,87.9,NA,NA,71.58,NA,NA,26.91,178.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,5.40442216036073,0.99071776,107.732616265039,0.848659438269107,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2787,1.8797,8.1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.92,16.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,77.49,"Soybean",5.52,0.81,1.94,1.04,0.51,0.33,45.7,11.3,110,66,64,57,"","Summer 2024","211_Summer_2024"
"2734",2734,212,2,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","No cover",0.2243,NA,123.02,NA,NA,79.83,NA,NA,22.75,167.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,5.22975981011537,0.98902896,91.1490615292625,0.834718017943491,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4877,1.5955,7.0832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.98,21.4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,76.52,"Soybean",5.92,0.84,1.84,1.06,0.5,0.34,46.8,18.8,115,65,165,57,"","Summer 2024","212_Summer_2024"
"2737",2737,213,2,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Wheat",0.2116,NA,81.04,NA,NA,72.98,NA,NA,26.64,192.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,5.06039441600654,0.97867592,46.8953408540957,0.807685735159623,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9684,1.4094,6.3778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6425,9.3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,77.14,"Soybean",5.59,0.83,1.96,0.99,0.49,0.32,44.9,11.2,93,62,64,29,"","Summer 2024","213_Summer_2024"
"2740",2740,214,2,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Wheat-Clover",0.2165,NA,68.73,NA,NA,72.72,NA,NA,31.53,167.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,5.10391784840677,0.98901552,91.0375365970897,0.854019103942868,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7677,1.8308,6.5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4475,11.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,74.76,"Soybean",5.61,0.86,2.27,1.17,0.52,0.34,49.1,11.8,93,65,66,66,"","Summer 2024","214_Summer_2024"
"2743",2743,215,2,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","SHM",0.231,NA,108.17,NA,NA,72.2,NA,NA,25.5,180.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,4.99886698259094,0.98300656,58.8462371362127,0.803857280798873,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8985,2.8254,7.7239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7575,20.6775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,79.9,"Soybean",5.95,0.85,2.17,0.98,0.52,0.33,44.4,12.1,111,71,66,33,"","Summer 2024","215_Summer_2024"
"2746",2746,216,2,"0-10 cm",2024,"Summer","Corn-Corn-Corn","No cover",0.1808,NA,49.97,NA,NA,64.28,NA,NA,23.83,189.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,4.70741074798528,0.97228008,36.0751401879949,0.773962729285245,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7353,1.7082,4.4435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.44,5.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,147.42,"Corn",3.23,0.41,1.83,0.71,0.2,0.2,6.7,12.3,121,121,29,30,"","Summer 2024","216_Summer_2024"
"2749",2749,217,2,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Wheat",0.1927,NA,79.84,NA,NA,76.69,NA,NA,37.69,220.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,4.93870021642021,0.98135072,53.621373050327,0.805499556229335,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1125,1.8258,5.9383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.49,10.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,140.93,"Corn",3.37,0.43,1.67,0.68,0.2,0.2,5.9,12.8,117,89,32,34,"","Summer 2024","217_Summer_2024"
"2752",2752,218,2,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Wheat-Clover",0.1831,NA,90.1,NA,NA,67,NA,NA,29.41,205.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,4.7516998094275,0.98151152,54.0877346325929,0.801353971501472,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4559,1.7915,5.2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.535,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,135.08,"Corn",3.27,0.42,1.84,0.71,0.22,0.21,6.8,12.6,138,92,31,34,"","Summer 2024","218_Summer_2024"
"2755",2755,219,2,"0-10 cm",2024,"Summer","Corn-Corn-Corn","SHM",0.1571,NA,87.49,NA,NA,52.71,NA,NA,23.56,182.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,4.07599059895057,0.92690504,13.6808338085142,0.681730803903055,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6693,1.1349,3.8042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,6.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,139.73,"Corn",3.43,0.44,1.98,0.78,0.23,0.23,6.5,13.6,156,142,37,32,"","Summer 2024","219_Summer_2024"
"2758",2758,220,2,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Clover",0.1689,NA,71.05,NA,NA,63.83,NA,NA,32.38,205.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,5.04433430316527,0.98244776,56.9727852399469,0.812476630275532,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5216,1.3506,4.8722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5625,48.8725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,137.29,"Corn",3.3,0.4,1.88,0.59,0.22,0.21,5.7,11.7,117,89,36,42,"note: high wen,","Summer 2024","220_Summer_2024"
"2761",2761,301,3,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Clover",0.2248,NA,62.49,NA,NA,68.52,NA,NA,24.12,153.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,4.71162023037578,0.96975744,33.0659838320566,0.769559128440934,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9137,0.0129,7.9266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.305,13.2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73.83,"Soybean",5.77,0.89,2.5,1.08,0.51,0.34,51,13.4,113,78,69,94,"","Summer 2024","301_Summer_2024"
"2764",2764,302,3,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","No cover",0.2343,NA,88.81,NA,NA,65.67,NA,NA,22.6,132.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,4.54005096329992,0.96678208,30.1042328959791,0.744231735915467,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0611,0.0129,7.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9275,13.8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73.58,"Soybean",5.32,0.87,2.43,1.07,0.49,0.34,48.5,11.7,94,81,61,53,"","Summer 2024","302_Summer_2024"
"2767",2767,303,3,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","SHM",0.25,NA,109.98,NA,NA,84.47,NA,NA,32.41,179.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,5.1269189143179,0.98606352,71.7541301677325,0.824185290161255,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7014,2.1199,6.8213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.565,6.5925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73.97,"Soybean",5.7,0.84,2.43,1.05,0.49,0.33,48.1,11.6,132,77,63,51,"","Summer 2024","303_Summer_2024"
"2770",2770,304,3,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Wheat-Clover",0.2271,NA,155.51,NA,NA,64.39,NA,NA,30.05,138.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,3.78457532062809,0.89995472,9.99547404935042,0.67037656880769,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3081,2.9577,7.2658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1725,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,74.66,"Soybean",5.58,0.84,2.32,1.06,0.48,0.31,46.5,11.7,99,78,60,67,"note: high wen,","Summer 2024","304_Summer_2024"
"2773",2773,305,3,"0-10 cm",2024,"Summer","Corn-Soybean-Corn","Wheat",0.1989,NA,67.83,NA,NA,64.75,NA,NA,27.64,161.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,4.38709135162429,0.94850192,19.4181996688032,0.768259770815015,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5876,2.0709,5.6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6175,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,73.93,"Soybean",5.56,0.92,2.46,1.1,0.51,0.35,49.3,12.8,161,81,66,76,"","Summer 2024","305_Summer_2024"
"2776",2776,306,3,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Clover",0.203,NA,142.2,NA,NA,92.98,NA,NA,33.7,168.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,4.92272830229668,0.98068704,51.7787019700762,0.786912563552001,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2591,1.6445,4.9036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.045,28.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,181.92,"Corn",3.34,0.41,2.26,0.6,0.18,0.21,6.1,12.3,135,103,26,31,"note: high wen,","Summer 2024","306_Summer_2024"
"2779",2779,307,3,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Wheat",0.1936,NA,119.95,NA,NA,83.57,NA,NA,41.29,186.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,4.9637199544291,0.97638304,42.3424522038401,0.783751901996331,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1946,1.9043,5.0989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.525,7.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,171.57,"Corn",3.21,0.47,2.4,0.65,0.18,0.22,6.7,13.2,142,103,26,54,"note: high nag,","Summer 2024","307_Summer_2024"
"2782",2782,308,3,"0-10 cm",2024,"Summer","Corn-Corn-Corn","SHM",0.1829,NA,95.01,NA,NA,86.6,NA,NA,27.79,172.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,5.27239320160295,0.98879568,89.2512887886103,0.82927398645558,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.243,1.6593,5.9023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.705,8.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,162.97,"Corn",3.6,0.5,2.38,0.7,0.18,0.24,7.5,13.8,159,127,33,49,"","Summer 2024","308_Summer_2024"
"2785",2785,309,3,"0-10 cm",2024,"Summer","Corn-Corn-Corn","Wheat-Clover",0.188,NA,81.17,NA,NA,62.88,NA,NA,31.12,175.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,4.98210400875076,0.98505056,66.8921377656956,0.811148431661876,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34,1.723,8.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.03,11.8175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,170.26,"Corn",3.43,0.46,2.34,1.51,0.18,0.24,7,13.1,149,110,26,51,"","Summer 2024","309_Summer_2024"
"2788",2788,310,3,"0-10 cm",2024,"Summer","Corn-Corn-Corn","No cover",0.2112,NA,86.99,NA,NA,75.45,NA,NA,47.08,159.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,5.16018730418816,0.98767136,81.1119474654139,0.828216462500455,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5216,1.8847,5.4063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6025,8.3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,164.02,"Corn",3.33,0.48,2.28,0.8,0.19,0.22,7.2,13.1,181,104,28,45,"note: high nag,","Summer 2024","310_Summer_2024"
"2791",2791,311,3,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","SHM",0.1887,NA,122.4,NA,NA,78.35,NA,NA,33.15,151.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,5.04635598916529,0.98624944,72.7243108644303,0.814932264986515,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3248,1.6642,4.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7175,7.7975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,200.31,"Corn",3.12,0.52,2.65,0.89,0.25,0.23,7.1,16.4,170,138,51,95,"","Summer 2024","311_Summer_2024"
"2794",2794,312,3,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","Wheat-Clover",0.1945,NA,108.25,NA,NA,56.07,NA,NA,14.75,109.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,4.97827873727033,0.97635768,42.2970334552618,0.798015338491431,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9146,2.2472,6.1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8375,5.4825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,198.75,"Corn",3.2,0.48,2.49,0.74,0.21,0.22,6.6,13.8,153,129,28,69,"","Summer 2024","312_Summer_2024"
"2797",2797,313,3,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","No cover",0.1917,NA,86.94,NA,NA,63.1,NA,NA,25.4,132.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,5.05461704825205,0.985886,70.8516366728072,0.810506333074295,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1289,1.5221,4.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1175,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,197.45,"Corn",3.21,0.47,2.52,0.76,0.2,0.24,7.2,15,155,123,26,83,"","Summer 2024","313_Summer_2024"
"2800",2800,314,3,"0-10 cm",2024,"Summer","Corn-Cotton-Soybean","Clover",0.1679,NA,76.46,NA,NA,60.26,NA,NA,17.64,127.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,4.47354325317874,0.94200056,17.241545780442,0.727586617979149,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.504,1.5514,6.0554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.385,8.7575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,187.77,"Corn",3.29,0.45,2.47,0.64,0.23,0.22,5.9,12.7,129,106,29,55,"","Summer 2024","314_Summer_2024"
